UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Digital,OverDrive,AUDIOBOOK,2016,6,2,On Bowie,,Rob Sheffield,"Music, Nonfiction",HarperCollins Publishers Inc.,2016
Physical,Horizon,BOOK,2016,6,3,Princess Cupcake Jones won't go to school! / by Ylleya Fields ; illustrated by Michael LaDuca.,,"Fields, Ylleya","Princesses Juvenile fiction, Schools Juvenile fiction, Fear Juvenile fiction, Princesses Fiction, Schools Fiction, Fear Fiction, Stories in rhyme","Belle Publishing,",[2014]
Digital,OverDrive,EBOOK,2016,6,4,"The White Gryphon: Valdemar: The Mage Wars Series, Book 2",,Mercedes Lackey,"Fantasy, Fiction","Penguin Group (USA), Inc.",2009
Physical,Horizon,BOOK,2016,6,1,Designing interfaces / Jenifer Tidwell.,,"Tidwell, Jenifer","User interfaces Computer systems, Graphical user interfaces Computer systems, Human computer interaction","O'Reilly,",c2006.
Physical,Horizon,BOOK,2016,6,1,"""Virginibus puerisque"" and other papers. Strange case of Dr. Jekyll and Mr. Hyde.",,"Stevenson, Robert Louis, 1850-1894",,"P.F. Collier,",pref. 1881.
Digital,OverDrive,AUDIOBOOK,2016,6,3,"The Alexandria Link: Cotton Malone Series, Book 2 (unabridged)",,Steve Berry,"Fiction, Thriller",Books on Tape,2007
Physical,Horizon,BOOK,2016,6,3,"Side by side. Book 1. [Student book] / Steven J. Molinsky, Bill Bliss ; illustrated by Richard E. Hill.",,"Molinsky, Steven J.","English language Conversation and phrase books, English language Textbooks for foreign speakers","Pearson Longman,",©2001.
Physical,Horizon,BOOK,2016,6,1,Helping hands / Laurie Halse Anderson.,,"Anderson, Laurie Halse","Veterinarians Juvenile fiction, Ponies Juvenile fiction, Animals Treatment Fiction","Puffin Books,",2013.
Physical,Horizon,BOOK,2016,6,8,"100 classic hikes in Oregon : Oregon coast, Columbia Gorge, Cascades, eastern Oregon, Wallowas.",,"Lorain, Douglas, 1962-","Hiking Oregon Guidebooks, Trails Oregon Guidebooks, Backpacking Oregon Guidebooks, Oregon Guidebooks","Mountaineers Books,",c2011.
Digital,OverDrive,EBOOK,2016,6,2,Hot Money,,Dick Francis,"Fiction, Mystery","Penguin Group (USA), Inc.",2013
Physical,Horizon,BOOK,2016,6,1,You are in ancient Rome / Ivan Minnis.,,"Minnis, Ivan","Rome Italy Civilization Juvenile literature, Rome Italy Social life and customs Juvenile literature","Raintree,",c2005.
Physical,Horizon,BOOK,2016,6,3,Egg : recipes / Blanche Vaughan.,,"Vaughan, Blanche.","Cooking Eggs, Eggs, Cookbooks","Harper Design, an imprint of HarperCollins Publishers,",2016.
Physical,Horizon,SOUNDDISC,2016,6,1,Scarpetta [sound recording] / Patricia Cornwell.,,"Cornwell, Patricia Daniels","Scarpetta Kay Fictitious character Fiction, Medical examiners Law Fiction, Forensic pathologists Fiction, Women physicians Fiction, Mystery fiction","Penguin Audio,",p2008.
Physical,Horizon,BOOK,2016,6,1,Carnal Innocence / Nora Roberts.,,"Roberts, Nora","Violinists Fiction, Mississippi Fiction, Love stories","Bantam Books,","2000, c1991."
Digital,Hoopla,TELEVISION,2016,6,2,"Memory, Causality, and Action",,,Educational,The Great Courses,
Digital,Freegal,SONG,2016,6,1,Angela,,Bob James,,,
Digital,OverDrive,AUDIOBOOK,2016,6,2,Chronicle of a Last Summer: A Novel of Egypt (unabridged),,Yasmine El Rashidi,"Fiction, Historical Fiction, Literature",Books on Tape,2016
Physical,Horizon,BOOK,2016,6,1,Zibaldone / Giacomo Leopardi ; edited by Michael Caesar and Franco D'Intino ; translated from the Italian by Kathleen Baldwin ... [and others].,,"Leopardi, Giacomo, 1798-1837","Italy Intellectual life 19th century, Politics and culture Italy History 19th century","Farrar, Straus and Giroux,",2013.
Physical,Horizon,BOOK,2016,6,4,Marion strikes a pose / by Callie Barkley ; illustrated by Marsha Riti.,,"Barkley, Callie","Fashion design Juvenile fiction, Contests Juvenile fiction","Little Simon,",[2014]
Physical,Horizon,BOOK,2016,6,8,Charged / Jay Crownover.,,"Crownover, Jay","Criminal defense lawyers Fiction, Man woman relationships Fiction, Denver Colo Fiction, Erotic fiction, Love stories","William Morrow, an imprint of HarperCollinsPublishers,",[2016]
Digital,OverDrive,EBOOK,2016,6,1,"Princess Posey and the Perfect Present: Princess Posey Series, Book 2",,Stephanie Greene,"Juvenile Fiction, Juvenile Literature","Penguin Group (USA), Inc.",2013
Physical,Horizon,BOOK,2016,6,9,Tiny houses : designs for 43 tiny houses for getting away from it all / Lester Walker.,,"Walker, Les","Small houses United States Designs and plans Amateurs manuals, Architecture Domestic United States Designs and plans Amateurs manuals","The Overlook Press,",2013.
Digital,Freegal,SONG,2016,6,1,Ego Tripper,,Craig Erickson,,,
Digital,Freegal,SONG,2016,6,1,Only For You (Siempre Para Ti Sere),,"Grover Washington, Jr.",,,
Physical,Horizon,BOOK,2016,6,1,"Really, really big questions about science / written by Holly Cave ; illustrated by Marc Aspinall.",,"Cave, Holly,","Science Miscellanea Juvenile literature, Childrens questions and answers, Science Miscellanea, Questions and answers","Kingfisher,",[2014]
Digital,OverDrive,AUDIOBOOK,2016,6,3,"Triple Identity: Dan Gordon Intelligence Thriller Series, Book 1 (unabridged)",,Haggai Carmon,"Fiction, Thriller",Books In Motion,2011
Physical,Horizon,BOOK,2016,6,5,Who's next door / written by Mayuko Kishira ; illustrated by Jun Takabatake.,,"Kishira, Mayuko.","Chickens Juvenile fiction, Owls Juvenile fiction","Owlkid Books,",2014.
Physical,Horizon,BOOK,2016,6,2,Play pen : new children's book illustration / [Martin Salisbury].,,"Salisbury, Martin","Illustration of books, Illustrated childrens books","Laurence King,",2007.
Physical,Horizon,BOOK,2016,6,1,Alien worlds : your guide to extraterrestrial life / by David A. Aguilar.,,"Aguilar, David A.","Life on other planets Juvenile literature, Extraterrestrial beings Juvenile literature","National Geographic,",[2013]
Digital,OverDrive,EBOOK,2016,6,1,Hooked,,Liz Fichera,"Romance, Teen, Young Adult Fiction","Harlequin Enterprises, Ltd.",2013
Digital,OverDrive,EBOOK,2016,6,7,A Mother's Reckoning: Living in the Aftermath of Tragedy,,Sue Klebold,"Biography & Autobiography, Family & Relationships, Nonfiction, True Crime","Random House, Inc.",2016
Digital,Freegal,SONG,2016,6,1,Chicken Shack (feat. Ike Turner & The Ikettes),,Tina Turner,,,
Physical,Horizon,BOOK,2016,6,2,Police procedure & investigation : a guide for writers / Lee Lofland ; foreword by Stuart Kaminsky.,,"Lofland, Lee","Police Handbooks manuals etc, Criminal investigation Handbooks manuals etc","Writer's Digest Books,",c2007.
Physical,Horizon,BOOK,2016,6,1,"Magacyada geedaha soomaaliyeed / Abdulfatah Abdullahi ""Gacmadheere"".",,ʾAbdulfatāh ʾAbdalāh,"Somali language Texts, Trees Somalia, Shrubs Somalia, Vegetation classification Somalia","Scansom Publishers,",c2009.
Physical,Horizon,VIDEODISC,2016,6,10,"Diary of a wimpy kid. Rodrick rules [videorecording] / Fox 2000 Pictures presents ; a Color Force production ; produced by Nina Jacobson, Brad Simpson ; screenplay by Gabe Sachs & Jeff Judah ; directed by David Bowers.",,,"Middle schools Juvenile drama, Friendship Juvenile drama, Schools Juvenile drama, Diaries Juvenile drama, Feature films, Childrens films, Video recordings for the hearing impaired","20th Century Fox Home Entertainment,",2011.
Physical,Horizon,VIDEODISC,2016,6,86,"Despicable me 2 [videorecording] / Universal Pictures ; Illumination Entertainment ; directed by Chris Renaud, Pierre Coffin ; produced by Chris Meledandri, Janet Healy ; written by Cinco Paul & Ken Daurio.",,,"Supervillains Juvenile drama, Orphans Juvenile drama, Feature films, Fiction films, Animated films, Childrens films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities, Comedy films","Universal Home Video,",c2013.
Physical,Horizon,BOOK,2016,6,1,The shuttle / David Baker and Heather Kissock.,,"Baker, David, 1944-","Space shuttles Juvenile literature, Outer space Exploration Juvenile literature","Weigl Publishers,",c2009.
Digital,OverDrive,EBOOK,2016,6,2,Poems of Robert Burns Selected by Ian Rankin,,Robert Burns,"Fiction, Poetry",ePenguin,2011
Digital,OverDrive,EBOOK,2016,6,2,Hold On Tight,,Stephanie Tyler,"Fiction, Romance, Suspense","Random House, Inc.",2010
Physical,Horizon,BOOK,2016,6,8,Mike and the snow dragon / adapted by Daphne Prendergrass ; illustrated by Hit Entertainment.,,"Pendergrass, Daphne,","Knights and knighthood Juvenile fiction, Snow Juvenile fiction, Dragons Juvenile fiction, Knights and knighthood Fiction, Snow Fiction, Dragons Fiction","Simon Spotlight,",2014.
Physical,Horizon,BOOK,2016,6,1,Shaking the money tree : the art of getting grants and donations for film and video projects / Morrie Warshawski.,,"Warshawski, Morrie","Motion picture industry United States Finance, Video recordings industry United States Finance","Michael Wiese Productions,",c2010.
Physical,Horizon,BOOK,2016,6,1,The diva wraps it up / Krista Davis.,,"Davis, Krista","Winston Sophie Fictitious character Fiction, Murder Investigation Fiction, Holidays Fiction, Alexandria Va Fiction, Christmas stories, Mystery fiction","Berkley Prime Crime,",2014.
Physical,Horizon,BOOK,2016,6,2,Heartsick / Chelsea Cain.,,"Cain, Chelsea","Sheridan Archie Fictitious character Fiction, Ward Susan Fictitious character Fiction, Police Oregon Portland Fiction, Women serial murderers Fiction, Women journalists Fiction, Portland Or Fiction, Mystery fiction","Minotaur Books,","2010, c2007."
Physical,Horizon,BOOK,2016,6,2,"Sacred seed / introduction by Dr. Vandana Shiva ; essays by His All Holiness Ecumenical Patriarch Bartholomew, H. H. the 17th Gyalwang Karmapa Ogyen Trinley Dorje, Benedictine Sister Joan Chittister, Llewellyn Vaughan-Lee, Pir Zia Inayat-Khan, Swami Veda Bharati, Rabbi Arthur Waskow, Chief Tamale Bwoya, Blu Greenberg, and others.",,,"Transgenic plants Moral and ethical aspects, Seeds Patents, Seeds Religious aspects Christianity","Golden Sufi Center,",2014.
Physical,Horizon,BOOK,2016,6,1,The educator and the oligarch : a teacher challenges the Gates Foundation / Anthony Cody.,,"Cody, Anthony (Writer on teacher training),","Education Curricula Standards United States, Education and state United States, Business and education United States, Bill Melinda Gates Foundation","Garn Press,",[2014]
Digital,OverDrive,EBOOK,2016,6,6,"Mr. Sunny Is Funny!: My Weird School Daze Series, Book 2",,Dan Gutman,"Humor (Fiction), Juvenile Fiction",HarperCollins Publishers Inc.,2008
Digital,OverDrive,AUDIOBOOK,2016,6,1,Earthquake Storms: The Fascinating History and Volatile Future of the San Andreas Fault (unabridged),,John Dvorak,"Nonfiction, Science","Blackstone Audio, Inc.",2014
Physical,Horizon,BOOK,2016,6,3,"When you're falling, dive : lessons in the art of living / Mark Matousek.",,"Matousek, Mark","Conduct of life, Life change events","Bloomsbury USA : distributed to the trade by Macmillan,",2008.
Digital,Hoopla,MUSIC,2016,6,1,Candy Candy,,,Electronic,WM Japan,
Physical,Horizon,VIDEODISC,2016,6,7,"Wal*Mart [videorecording] : the high cost of low price / Brave New Films ; Retail Project LLC. ; produced & directed by Robert Greenwald ; produced by Jim Gilliam, Devin Smith.",,,"Wal Mart Firm, Discount houses Retail trade United States, Discount houses Retail trade Social aspects United States, Documentary films, Video recordings for the hearing impaired, Feature films","Disinformation Company Ltd.,",c2005.
Physical,Horizon,BOOK,2016,6,3,Homemade with love : simple scratch cooking from In Jennie's kitchen / Jennifer Perillo ; [photography by Penny de los Santos].,,"Perillo, Jennifer","Cooking, Soups, Cooking American, Cookbooks","Running Press,",c2013.
Physical,Horizon,BOOK,2016,6,2,Slow cooking for two : basics techniques recipes / Cynthia Graubart ; photographs by Christopher Hornaday.,,"Graubart, Cynthia Stevens","Electric cooking Slow, Cooking for two, Cookbooks","Gibbs Smith,",[2013]
Physical,Horizon,SOUNDDISC,2016,6,2,The boundless [sound recording] / Kenneth Oppel.,,"Oppel, Kenneth, 1967-","Railroad trains Juvenile fiction, Circus Fiction, Adventure stories, Canada History 1867 1914 Juvenile fiction, Circus Juvenile fiction","Brilliance Audio,",p2014.
Physical,Horizon,VIDEODISC,2016,6,7,The strange affair of Uncle Harry [videorecording] / a Universal picture ; produced by Joan Harrison ; screenplay by Stephen Longstreet ; adaptation by Keith Winter ; directed by Robert Siodmak.,,,"Brothers and sisters Drama, Dysfunctional families Drama, Jealousy Drama, Feature films, Melodramas Motion pictures, Film noir, Fiction films","[Publisher not identified],",[2015]
Physical,Horizon,BOOK,2016,6,1,Princesses are not quitters! / written by Kate Lum ; illustrated by Sue Hellard.,,"Lum, Kate","Princesses Juvenile fiction, Work Juvenile fiction","Bloomsbury Children's Books,",2003.
Physical,Horizon,BOOK,2016,6,1,Klondike Trail : the complete hiking and paddling guide / by Jennifer Voss.,,"Voss, Jennifer, 1964-","Canoes and canoeing Yukon Territory Klondike River Valley Guidebooks, Hiking Yukon Territory Klondike River Valley Guidebooks, Klondike River Valley Yukon Guidebooks","Mountaineers Books,",c2001.
Digital,OverDrive,EBOOK,2016,6,4,10 lb Penalty,,Dick Francis,"Fiction, Mystery","Penguin Group (USA), Inc.",2010
Physical,Horizon,BOOK,2016,6,1,"That should be a word : a language lover's guide to choregasms, povertunity, brattling, and 250 other much-needed terms for the modern world / Lizzie Skurnick ; illustrations by Janne Iivonen.",,"Skurnick, Lizzie","English language New words Humor, English language Dictionaries Humor, Vocabulary Humor","Workman Publishing,",[2015]
Physical,Horizon,BOOK,2016,6,2,The gift of the crocodile : a Cinderella story / by Judy Sierra ; illustrated by Reynold Ruffins.,,"Sierra, Judy","Fairy tales, Folklore Indonesia Juvenile literature","Simon & Schuster Books for Young Readers,",c2000.
Physical,Horizon,BOOK,2016,6,2,Swamp Thing by Brian K. Vaughan. Volume 2 / written by Brian K. Vaughan ; art by Guiseppe Camuncoli ... [and others] ; colors by Alex Sinclair and Chris Chuckry ; letters by John Costanza.,,"Vaughan, Brian K.","Swamp Thing Fictitious character Comic books strips etc, Teenage girls Comic books strips etc, Supernatural Comic books strips etc, Ecology Comic books strips etc, Comic books strips etc United States, Graphic novels, Comic books strips etc","DC Comics,",c2014.
Digital,Freegal,SONG,2016,6,1,Ode to Joy,,Dino,,,
Physical,Horizon,BOOK,2016,6,1,The book of runes : read the secrets in the language of the stones / Francis Melville.,,"Melville, Francis",Runes,"Barron's,",c2003.
Physical,Horizon,SOUNDDISC,2016,6,1,"The trusted advisor [sound recording] / David H. Maister, Charles H. Green, Robert M. Galford.",,"Maister, David H.","Trust, Business consultants, Success in business, Customer relations","Tantor Media,",p2009.
Digital,OverDrive,EBOOK,2016,6,2,Gossamer Wing,,Delphine Dryden,"Fantasy, Fiction, Romance","Penguin Group (USA), Inc.",2014
Digital,OverDrive,EBOOK,2016,6,1,After America: Get Ready for Armageddon,,Mark Steyn,"Nonfiction, Politics",Perseus Books Group,2011
Digital,OverDrive,EBOOK,2016,6,2,Harbor Lights,,Sherryl Woods,"Contemporary Romance, Fiction, Romance","Harlequin Enterprises, Ltd.",2010
Physical,Horizon,BOOK,2016,6,1,"Star Wars omnibus : a long time ago-- Volume 5 / [writers, Randy Stradley ... [and others] ; artists, Bob McLeod ... [et al.]].",,,"Skywalker Luke Fictitious character Comic books strips etc, Organa Leia Fictitious character Comic books strips etc, Solo Han Fictitious character Comic books strips etc, Vader Darth Fictitious character Comic books strips etc, Life on other planets Comic books strips etc, Space warfare Comic books strips etc, Science fiction comic books strips etc, Graphic novels","Dark Horse Books,",2012.
Physical,Horizon,SOUNDDISC,2016,6,1,Sleep no more [sound recording] / Iris Johansen.,,"Johansen, Iris","Duncan Eve Fictitious character Fiction, Mothers and daughters Fiction, Brothers and sisters Fiction, Families Fiction, Women sculptors Fiction, Suspense fiction","Brilliance Audio,",p2012.
Digital,OverDrive,EBOOK,2016,6,1,"Rage of the Dragon: Dragonships of Vindras Series, Book 3",,Margaret Weis,"Fantasy, Fiction",Macmillan Publishers,2013
Physical,Horizon,BOOK,2016,6,1,"Dark Avengers. [2], Molecule man / [writer, Brian Michael Bendis ; artist, Mike Deodato ; color art, Rain Beredo ; letterer, Virtual Calligraphy's Cory Petit].",,"Bendis, Brian Michael","Avengers Fictitious characters Comic books strips etc Juvenile literature, Science fiction comic books strips etc, Graphic novels","Marvel,",2010.
Physical,Horizon,BOOK,2016,6,1,"My home, your home / Lisa Bullard ; illustrated by Paula Becker.",,"Bullard, Lisa",Dwellings Juvenile literature,"Millbrook Press,",[2015]
