UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Physical,Horizon,"ER, VIDEODISC",2016,6,3,Gossip girl. The complete first season [videorecording] /,,,"Gossip columnists New York State New York Drama, Teenagers Drama, New York N Y Drama, Television series, Fiction television programs, Video recordings for the hearing impaired","Warner Home Video,",2008.
Digital,OverDrive,EBOOK,2016,6,1,The Covered Wagon,,Emerson Hough,"Fiction, Western",Duke Classics,2011
Physical,Horizon,BOOK,2016,6,3,Empire of the Sun : a novel / J.G. Ballard.,,"Ballard, J. G., 1930-2009","World War 1939 1945 China Shanghai Fiction, Shanghai China Fiction, Boys Fiction, Bildungsromans, War stories","Simon & Schuster Paperbacks,","2005, c1984."
Digital,OverDrive,EBOOK,2016,6,2,The Coldest Girl in Coldtown,,Holly Black,"Fantasy, Horror, Young Adult Fiction","Hachette Digital, Inc.",2013
Physical,Horizon,BOOK,2016,6,12,Camping Washington : a comprehensive guide to public tent and RV campgrounds / Steve Giordano.,,"Giordano, Steve, 1941-","Camping Washington State Guidebooks, Washington State Guidebooks","FalconGuides,",c2013.
Digital,Freegal,SONG,2016,6,1,Cake by the Ocean (B Remix),,D'Mixmasters,,,
Physical,Horizon,BOOK,2016,6,1,Through the lock / Carol Otis Hurst.,,"Hurst, Carol Otis","Orphans Juvenile fiction, Canals Juvenile fiction, New Haven and Northampton Canal Conn and Mass Juvenile fiction, Connecticut Juvenile fiction","Houghton Mifflin,",2001.
Digital,OverDrive,EBOOK,2016,6,1,Intellectuals and Race,,Thomas Sowell,"History, Nonfiction, Politics",Perseus Publishing,2013
Physical,Horizon,VIDEODISC,2016,6,9,"Birdsong [videorecording] / a Working Title/Masterpiece co-production in association with NBC Universal for the BBC ; producer, Lynn Horsford ; screenplay by Abi Morgan ; director, Philip Martin.",,,"Man woman relationships Drama, World War 1914 1918 France Drama, War Drama, Television mini series, Fiction television programs, War television programs, Video recordings for the hearing impaired","PBS,",2012.
Digital,OverDrive,EBOOK,2016,6,1,"Wanting Sheila Dead: Gregor Demarkian Series, Book 25",,Jane Haddam,"Fiction, Mystery",Macmillan Publishers,2013
Physical,Horizon,SOUNDDISC,2016,6,1,The 21 project [sound recording] / Hunter Hayes.,,"Hayes, Hunter, 1991-","Country music 2011 2020, Country music","Atlantic,",[2015]
Digital,OverDrive,EBOOK,2016,6,4,"Wild Girls, Wild Nights: True Lesbian Sex Stories",,Sacchi Green,"Fiction, Literary Anthologies, Literary Criticism, Women's Studies","Simon & Schuster, Inc.",2014
Physical,Horizon,VIDEODISC,2016,6,2,"The Bill Douglas trilogy [videorecording] / British Film Institute ; produced by Geoffrey Evans, Tony Bicat, Nick Nascht, Charles Reese, Judy Cottam, and Richard Craven ; written and directed by Bill Douglas.",,,"Young men Scotland Drama, World War 1939 1945 Prisoners and prisons Drama, Children Institutional care Drama, Great Britain Royal Air Force Drama, Feature films, Fiction films, Coming of age films","Facets Video,",c2008.
Physical,Horizon,BOOK,2016,6,1,Elephant talk : the surprising science of elephant communication / Ann Downer.,,"Downer, Ann, 1960-","Elephants Behavior Juvenile literature, Animal communication Juvenile literature, Animal societies Juvenile literature, Elephants Juvenile literature","Twenty-First Century Books,",2011.
Physical,Horizon,VIDEODISC,2016,6,10,Blazing saddles [videorecording] / Warner Bros. Pictures ; a Mel Brooks film ; screenplay by Mel Brooks ... [and others] ; story by Andrew Bergman ; produced by Michael Hertzberg ; directed by Mel Brooks.,,,"West U S Ethnic relations Drama, African American police West U S Drama, Railroad companies Drama, Feature films, Comedy films, Western films, Video recordings for the hearing impaired","Warner Home Video,",[2004]
Physical,Horizon,BOOK,2016,6,3,Blue frog : the legend of chocolate / by Dianne de Las Casas ; illustrated by Holly Stone-Barker.,,"De Las Casas, Dianne","Aztecs Folklore Juvenile literature, Aztec mythology Juvenile literature, Cacao beans Juvenile literature, Chocolate Juvenile literature, Tales Mexico Juvenile literature, Legends Mexico Juvenile literature","Pelican Pub. Co.,",2011.
Physical,Horizon,SOUNDDISC,2016,6,1,Vol. 3. (The subliminal verses) [sound recording] / Slipknot.,,Slipknot (Musical group),"Rock music 2001 2010, Heavy metal Music","Roadrunner,",p2004.
Digital,Hoopla,TELEVISION,2016,6,2,My name Is Lizzie Bennet,,,Comedy,Starz Digital Media,
Physical,Horizon,VIDEODISC,2016,6,15,Alvin and the Chipmunks. Batmunk [videorecording] / Bagdasarian Productions.,,,"Chipmunks Musical group Juvenile drama, Chipmunks Juvenile drama, Thieves Juvenile drama, Superheroes Juvenile drama, Human animal relationships Juvenile drama, Holmes Sherlock Juvenile drama, Stevenson Robert Louis 1850 1894 Treasure Island Juvenile drama, Animated television programs, Television comedies, Television series, Childrens television programs, Fiction television programs","Bagdasarian Productions,",[2012]
Digital,OverDrive,EBOOK,2016,6,2,"Lion In The Valley: Amelia Peabody Series, Book 4",,Elizabeth Peters,"Fiction, Historical Fiction, Mystery",HarperCollins Publishers Inc.,2005
Physical,Horizon,BOOK,2016,6,4,The fox chase / Sven Nordqvist ; [translated by Tara Chace].,,"Nordqvist, Sven","Farmers Juvenile fiction, Cats Juvenile fiction, Foxes Juvenile fiction, Domestic animals Juvenile fiction","NorthSouth Books,",2015.
Physical,Horizon,VIDEODISC,2016,6,2,Face to face [videorecording] / Cinematograph ; Paramount ; StudioCanal ; Cinema International Corporation ; [presented by] Dino De Laurentiis ; a film by Ingmar Bergman.,,,"Psychiatrists Drama, Depression Mental Drama, Fiction films, Feature films","Olive Films,",c2011.
Physical,Horizon,BOOK,2016,6,2,Sovetska︠i︡a literatura : rasshirennyĭ kurs / Dmitriĭ Bykov.,,"Bykov, Dmitriĭ, 1967-",,"ProzaiK,",2014.
Physical,Horizon,BOOK,2016,6,1,One red apple / Harriet Ziefert ; paintings by Karla Gudeon.,,"Ziefert, Harriet","Apples Life cycles Juvenile literature, Apples Juvenile literature","Blue Apple Books,",c2009.
Physical,Horizon,BOOK,2016,6,4,Diary of a mad brownie : with supporting documents / Bruce Coville : illustrations by Paul Kidby.,,"Coville, Bruce","Imaginary creatures Juvenile fiction, Blessing and cursing Juvenile fiction, Orderliness Juvenile fiction, Magic Juvenile fiction, Families Juvenile fiction, Imaginary creatures Fiction, Blessing and cursing Fiction, Orderliness Fiction, Magic Fiction, Adventure and adventurers Fiction, Family life Fiction, Diaries Fiction, Humorous stories","Random House,",[2015]
Physical,Horizon,VIDEODISC,2016,6,5,"2 automnes, 3 hivers [videorecording] = 2 autumns, 3 winters / ACiD ; Envie de Tempête Productions ; avec la participation du Centre National de la Cinématographie et de l'Image Animée, Arte ; un film écrit et réalisé par Sébastien Betbeder ; produit par Frédéric Dubreuil.",,,"Man woman relationships France Drama, Cerebrovascular disease Patients Rehabilitation Drama, Paris France Drama, Video recordings for the hearing impaired, Feature films, Fiction films, Motion pictures French","Film Movement ; Distributed by RB Media,","[2014], 2013."
Physical,Horizon,BOOK,2016,6,2,The sound of one hand : paintings and calligraphy by Zen master Hakuin / Audrey Yoshiko Seo and Stephen Addiss ; foreword by Keidō Fukushima.,,"Seo, Audrey Yoshiko","Hakuin 1686 1769 Themes motives, Zen painting Japan, Zen calligraphy Japan","Shambhala,",c2010.
Digital,OverDrive,EBOOK,2016,6,2,Tuesday's Child,,Fern Michaels,"Fiction, Literature, Romance","Random House, Inc.",2012
Physical,Horizon,BOOK,2016,6,3,Tremaine's true love / Grace Burrowes.,,"Burrowes, Grace","Businessmen Fiction, Man woman relationships Fiction, Aristocracy Social class Fiction, Love stories, Historical fiction","Sourcebooks Casablanca,",[2015]
Physical,Horizon,BOOK,2016,6,14,Once upon a mastodon / by Bonnie Worth ; illustrated by Aristides Ruiz and Joe Mathieu.,,"Worth, Bonnie","Mammals Fossil Juvenile literature, Glacial epoch Juvenile literature","Random House,",[2014]
Physical,Horizon,VIDEODISC,2016,6,1,"Te amo Ana Elisa [videorecording] = El loco y la sucia / coproducción Pontificia Universidad Javeriana Centro Audiovisual Javeriano ; Hangar Films Cine & Television ; con el apoyo de Fondo para el Desarrollo Cinematográfico ; Cinemart S.A. ; una producción Lola Amapola ; escrita y producida por Adriana Arango Garcia ; direigida por Antonio Dorado, Robinson Diaz.",,,"Gangs Drama, People with social disabilities Drama, Clinics Drama, Feature films, Fiction films, Motion pictures Spanish","Laguna Productions,",c2010.
Digital,Freegal,SONG,2016,6,1,Cry Like A Baby,,The Box Tops,,,
Physical,Horizon,BOOK,2016,6,5,"Keto clarity : your definitive guide to the benefits of a low-carb, high-fat diet / Jimmy Moore with Eric C. Westman, MD.",,"Moore, Jimmy, 1971-","Ketogenic diet, Low carbohydrate diet, Acetonemia","Victory Belt Publishing, Inc.,",2014.
Physical,Horizon,VIDEODISC,2016,6,5,"Happy endings [videorecording] / Lions Gate Films presents a Holly Wiersma/Lions Gate Films production, a Lions Gate Films presentation ; produced by Holly Wiersma, Michael Paseornek ; written and directed by Don Roos.",,,"Families Drama, Love Drama, Man woman relationships Drama, Feature films","Artisan Entertainment : Lions Gate Home Entertainment [distributor],",c2005.
Physical,Horizon,BOOK,2016,6,1,Batman : tales of the Demon / [all stories written by Dennis O'Neil].,,"O'Neil, Dennis, 1939-","Batman Fictitious character Comic books strips etc, Graphic novels, Comic books strips etc","DC Comics,",c1991.
Physical,Horizon,BOOK,2016,6,1,The May bride : a novel of Tudor England / Suzannah Dunn.,,"Dunn, Suzannah, 1963-","Jane Seymour Queen consort of Henry VIII King of England 1509 1537 Fiction, Great Britain History Henry VIII 1509 1547 Fiction, Tudor House of Fiction, Historical fiction","Pegasus Books,",2014.
Physical,Horizon,BOOK,2016,6,1,Don't forget to write for the elementary grades : 50 enthralling and effective writing lessons ages 5 to 12 / 826 National ; edited by Jennifer Traig.,,,"English language Composition and exercises Study and teaching Elementary United States, Education Elementary Activity programs United States","Jossey-Bass,",©2011.
Digital,OverDrive,EBOOK,2016,6,2,"The Retribution of Mara Dyer: Mara Dyer Series, Book 3",,Michelle Hodkin,"Mystery, Young Adult Fiction","Simon & Schuster, Inc.",2014
Digital,Freegal,SONG,2016,6,1,Reconnaissance,,Evgeny Kissin,,,
Physical,Horizon,SOUNDDISC,2016,6,3,Telegraph Avenue [sound recording] : [a novel] / Michael Chabon.,,"Chabon, Michael","Male friendship Fiction, Family secrets Fiction, Oakland Calif Fiction, Berkeley Calif Fiction, Mystery fiction","HarperAudio,",p2012.
Digital,OverDrive,EBOOK,2016,6,2,The Post-American World: Release 2.0,,Fareed Zakaria,"Nonfiction, Politics",W. W. Norton & Company,2015
Physical,Horizon,BOOK,2016,6,1,Susana and the Scot / Sabrina York.,,"York, Sabrina","Widows Fiction, Man woman relationships Fiction, Highlands Scotland Fiction, Scotland History 19th century Fiction, Caithness Scotland Fiction","St Martin's Paperbacks,",2016
Physical,Horizon,BOOK,2016,6,1,Mamá se va a la guerra / Irene Aparici Martín ; ilustradora Mónica Carretero.,,"Aparici Martín, Irene, 1967-","Breast Cancer Juvenile fiction, Breast Cancer Treatment Juvenile fiction, Mothers and sons Juvenile fiction, Kings and rulers Juvenile fiction, War stories","Cuento De Luz,",c2012.
Physical,Horizon,BOOK,2016,6,1,Promise me forever / Diane Amos.,,"Amos, Diane","Man woman relationships Fiction, Ranch life Montana Fiction, Love stories, Historical fiction","Five Star,",c2011.
Physical,Horizon,BOOK,2016,6,1,In the memory of the map : a cartographic memoir / Christopher Norment.,,"Norment, Christopher","Cartography Philosophy, Cartography Methodology, Map reading, Maps Symbols","University of Iowa Press,",c2012.
Physical,Horizon,BOOK,2016,6,4,The chemistry of tears / Peter Carey.,,"Carey, Peter, 1943-","Women museum curators Fiction, Brandling Henry C Henry Charles 1818 Fiction, Robots Fiction, London England Fiction, Historical fiction, Science fiction, Love stories","Alfred A. Knopf,",2012.
Digital,OverDrive,EBOOK,2016,6,2,"Keep a Lid on It, Pandora!",,Kate McMullan,"Juvenile Fiction, Mythology",Capstone,2014
Digital,Freegal,SONG,2016,6,1,Funkallero,,Roseanna Vitro,,,
Digital,OverDrive,EBOOK,2016,6,1,"Kidnapped at Birth?: Marvin Redpost Series, Book 1",,Louis Sachar,"Humor (Fiction), Juvenile Fiction","Random House, Inc.",2011
Digital,OverDrive,EBOOK,2016,6,1,How to Find Fulfilling Work,,Roman Krznaric,"Nonfiction, Self-Improvement",Macmillan Publishers,2014
Physical,Horizon,SOUNDDISC,2016,6,1,Happy pills / Candlebox.,,Candlebox (Musical group),Rock music 1991 2000,"Maverick/Warner Bros.,",p1998.
Physical,Horizon,BOOK,2016,6,8,Save this Christmas! / by Rebecca L. McCarthy ; illustrated by Jason J. May.,,"McCarthy, Rebecca","LEGO toys Juvenile fiction, Police Juvenile fiction, Robbers and outlaws Fiction, Christmas Fiction","Scholastic Inc.,",2012.
Digital,OverDrive,AUDIOBOOK,2016,6,1,Fortune's Children: The Fall of the House of Vanderbilt (unabridged),,"Arthur T. Vanderbilt, II","Biography & Autobiography, Nonfiction","Tantor Media, Inc",2014
Physical,Horizon,BOOK,2016,6,1,Crazy Mountain kiss / Keith McCafferty.,,"McCafferty, Keith","Private investigators Fiction, Murder Investigation Fiction, Missing persons Fiction, Mystery fiction","Viking,",2015.
Physical,Horizon,BOOK,2016,6,1,Picture me gone / Meg Rosoff.,,"Rosoff, Meg","Missing persons Fiction, Fathers and daughters Juvenile fiction, Bildungsromans, Mystery and detective stories, Bildungsromans, Mystery fiction","G.P. Putnam's Sons, an imprint of Penguin Group (USA) Inc.,",[2013]
Physical,Horizon,BOOK,2016,6,1,"The making of Victorian values : decency and dissent in Britain, 1789-1837 / Ben Wilson.",,"Wilson, Ben, 1980-","Great Britain Social conditions 18th century, Great Britain Social conditions 19th century, Great Britain Moral conditions, Social values Great Britain History 18th century, Social values Great Britain History 19th century, Social change Great Britain History 19th century","Penguin Press,",2007.
Digital,OverDrive,EBOOK,2016,6,4,"The Wheel of Osheim: Red Queen's War Series, Book 3",,Mark Lawrence,"Fantasy, Fiction, Thriller","Penguin Group (USA), Inc.",2016
Physical,Horizon,VIDEODISC,2016,6,4,"Will & Grace. Season seven [videorecording] / KoMut Entertainment in association with Three Sisters Entertainment and NBC Universal Television Studio ; producers, Bruce Alden ... [and others].",,,"Gay men Drama, Gay men Relations with heterosexual women Drama, Friendship Drama, Television series, Video recordings for the hearing impaired, Fiction television programs, Television comedies","Lionsgate,",[2007]
Physical,Horizon,SOUNDDISC,2016,6,4,Familiars [sound recording] / the Antlers.,,"Antlers (Musical group : Brooklyn, New York, N.Y.)","Popular music 2011 2020, Rock music 2011 2020","Anti-,",p2014.
Physical,Horizon,BOOK,2016,6,2,The cat who went underground / Lilian Jackson Braun.,,"Braun, Lilian Jackson","Qwilleran Jim Fictitious character Fiction, Koko Fictitious character Fiction, Yum Yum Fictitious character Braun Fiction, Moose County Imaginary place Fiction, Journalists United States Fiction, Cats Fiction","Berkley Publishing,",1989.
Physical,Horizon,"ER, VIDEODISC",2016,6,2,The merry wives of Windsor [videorecording] / by William Shakespeare ; a BBC Television production in association with Time-Life Television ; produced by Shaun Sutton ; directed by David Jones.,,,Falstaff John Sir Fictitious character Drama,"Ambrose Video Pub.,",[2000 or 2001]
Physical,Horizon,SOUNDDISC,2016,6,1,"Complete works for solo piano, Vol. 1 [sound recording] / Claude Debussy.",,"Debussy, Claude, 1862-1918","Thibaudet Jean Yves 1961 Interviews, Piano music","London,",p1996.
Digital,OverDrive,AUDIOBOOK,2016,6,2,Free Men: A Novel (unabridged),,Katy Simpson Smith,"Fiction, Historical Fiction, Literature",HarperCollins Publishers Inc.,2016
Physical,Horizon,BOOK,2016,6,1,Phía bên kia của tôi = The other side of me : tự truyện / Sidney Sheldon ; Vũ Đình Phòng dịch.,,"Sheldon, Sidney","Sheldon Sidney, Novelists American 20th century Biography, Television writers United States Biography, Screenwriters United States Biography","Nhà xuất bản Công an nhân dân,",2011.
Physical,Horizon,BOOK,2016,6,1,The passage / Justin Cronin.,,"Cronin, Justin","Vampires Fiction, Human experimentation in medicine Fiction, Virus diseases Fiction, United States Fiction, Epic fiction, Science fiction, Large type books","Wheeler Pub.,",2010.
Digital,OverDrive,EBOOK,2016,6,2,"A Shred of Evidence: Lloyd & Hill Mystery Series, Book 7",,Jill McGown,"Fiction, Mystery","Random House, Inc.",2012
Physical,Horizon,SOUNDDISC,2016,6,7,Kill the lights [sound recording] / Luke Bryan.,,"Bryan, Luke","Country music 2011 2020, Country music","Capitol Nashville,",[2015]
Digital,OverDrive,AUDIOBOOK,2016,6,1,Buddha Is as Buddha Does: The Ten Original Practices for Enlightened Living (unabridged),,Lama Surya Das,"Nonfiction, Religion & Spirituality","Sounds True, Inc",2008
Digital,Hoopla,MUSIC,2016,6,2,Joan Baez 75th Birthday Celebration,,,Folk,Joan Baez,
Physical,Horizon,BOOK,2016,6,20,Glass sword / Victoria Aveyard.,,"Aveyard, Victoria","Teenage girls Juvenile fiction, Blood Juvenile fiction, Princesses Juvenile fiction, Teenage girls Fiction, Blood Fiction, Princesses Fiction, Young adult fiction, Fantasy fiction","HarperTeen, an imprint of HarperCollinsPublishers,",[2016]
Physical,Horizon,VIDEODISC,2016,6,6,"Tokyo city guide [videorecording] / Pilot Film and TV Productions Ltd. ; produced by Escapi Media ; producer, Nigel Hilditch ; director, Peter MacPherson.",,,"Tokyo Japan Description and travel, Japan Description and travel","Pilot Productions,","[2005], c2004"
Physical,Horizon,BOOK,2016,6,1,A long piece of string / William Wondriska.,,"Wondriska, William, 1931-","String Juvenile fiction, Alphabet Fiction, String figures Juvenile fiction","Chronicle Books,",2010.
Physical,Horizon,BOOK,2016,6,2,My name is Gabriela : the life of Gabriela Mistral = Me llamo Gabriela : la vida de Gabriela Mistral / by Monica Brown ; illustrated by John Parra.,,"Brown, Monica, 1969-","Mistral Gabriela 1889 1957 Juvenile literature, Authors Chilean 20th century Biography Juvenile literature","Luna Rising,",2005.
Physical,Horizon,BOOK,2016,6,1,"Yummy supper : 100 fresh, luscious & honest recipes from a gluten-free omnivore / Erin Scott.",,"Scott, Erin.","Gluten free diet Recipes, Cookbooks","Rodale,",[2014]
Digital,OverDrive,AUDIOBOOK,2016,6,2,The Book of Spies,,Gayle Lynds,"Fiction, Mystery, Suspense","Blackstone Audio, Inc.",2010
Physical,Horizon,BOOK,2016,6,1,Start your own business and hire yourself : insider tips for successful self-employment in any economy / Suzanne Caplan.,,"Caplan, Suzanne","New business enterprises Management, Small business Management, Self employed","JIST Pub.,",2010.
Physical,Horizon,BOOK,2016,6,4,The last enchantments / Charles Finch.,,"Finch, Charles (Charles B.)","Americans England Oxford Fiction, Friendship Fiction, Love stories","St. Martin's Press,",2014.
Digital,OverDrive,EBOOK,2016,6,12,"Everything, Everything",,Nicola Yoon,"Young Adult Fiction, Young Adult Literature","Random House, Inc.",2015
Physical,Horizon,BOOK,2016,6,2,The rest is noise : listening to the twentieth century / Alex Ross.,,"Ross, Alex, 1968-",Music 20th century History and criticism,"Farrar, Straus and Giroux,",2007.
Physical,Horizon,BOOK,2016,6,4,Peep leap / by Elizabeth Verdick ; illustrated by John Bendall-Brunello.,,"Verdick, Elizabeth","Ducks Infancy Fiction, Animals Infancy Juvenile fiction, Counting Fiction","Amazon Children's Pub.,",c2013.
Physical,Horizon,BOOK,2016,6,2,Step by step art school. Watercolour / by Patricia Monahan.,,"Monahan, Patricia",Watercolor painting Technique,"Hamlyn ; Distributed in the U.S. by Sterling Pub. Co.,",c1990
Digital,OverDrive,EBOOK,2016,6,2,"Eleanor Roosevelt: Volume I, 1884-1933",,Blanche Wiesen Cook,"Biography & Autobiography, Nonfiction","Penguin Group (USA), Inc.",2013
Physical,Horizon,VIDEODISC,2016,6,4,"The girl [videorecording] / Brainstorm Media ; Goldcrest ; Cinereach Films ; in association with Lulu Producciones ; a Journeyman Pictures production ; in association with Axiom Films, Sin Sentido Films, and Bonito Films ; produced by Paul Mezey ; written and directed by David Riker.",,,"Single mothers Drama, Custody of children Drama, Human smuggling Drama, Feature films, Melodramas Motion pictures, Fiction films","Virgil Films,",2013.
Digital,Freegal,SONG,2016,6,1,Two Rhythm,,Hiroshi Morohashi,,,
Digital,OverDrive,EBOOK,2016,6,2,"Gathering Darkness: Falling Kingdoms Series, Book 3",,Morgan Rhodes,"Fantasy, Romance, Young Adult Fiction, Young Adult Literature","Penguin Group (USA), Inc.",2014
Physical,Horizon,VIDEODISC,2016,6,5,The wild bunch [videorecording] / Warner Bros. Pictures ; Warner Bros. - Seven Arts ; produced by Phil Feldman ; story by Walon Green and Roy N. Sickner ; screenplay by Walon Green and Sam Peckinpah ; directed by Sam Peckinpah.,,,"United States Boundaries Drama, Train robberies Drama, Feature films, Western films, Video recordings for the hearing impaired","Warner Home Video,",[2006]
Physical,Horizon,SOUNDDISC,2016,6,1,Radio retaliation [sound recording] / Thievery Corporation.,,Thievery Corporation (Musical group),"Popular music 2001 2010, Underground dance music","ESL Music,",p2008.
Physical,Horizon,BOOK,2016,6,5,Tugboat / by Michael Garland.,,"Garland, Michael, 1952-",Tugboats Juvenile literature,"Holiday House,",[2014]
Digital,OverDrive,EBOOK,2016,6,1,Lanark,,Alasdair Gray,"Fiction, Literature",Canongate Books,2015
Physical,Horizon,VIDEODISC,2016,6,65,"Boulevard [videorecording] / Starz Digital ; Camellia Entertainment ; in association with Belenzon/Gelber ; produced by Monica Aguirre Diez Barroso, Mia Chang, Jeffrey Gelber, Ryan Belenzon ; written by Douglas Soesbe ; directed by Dito Montiel.",,,"Coming out Sexual orientation Drama, Gays Drama, Closeted gays Drama, Marriage Drama, Husbands Drama, Man woman relationships Drama, Feature films, Fiction films, Video recordings for the hearing impaired","Anchor Bay Entertainment,",[2015]
Physical,Horizon,VIDEODISC,2016,6,4,Call Northside 777 [videorecording] / Twentieth Century-Fox ; produced by Otto Lang ; screenplay by Jerome Cady and Jay Dratler ; adaptation by Leonard Hoffman and Quentin Reynolds ; directed by Henry Hathaway.,,,"Investigative reporting Drama, False imprisonment Drama, Trials Murder Drama, Feature films, Film noir, Video recordings for the hearing impaired","20th Century Fox Home Entertainment,",[2005]
Physical,Horizon,BOOK,2016,6,2,The grief club : the secret to getting through all kinds of change / Melody Beattie.,,"Beattie, Melody","Grief, Loss Psychology, Bereavement Psychological aspects, Change Psychology","Hazelden,",2006.
Digital,OverDrive,AUDIOBOOK,2016,6,1,"Broken Juliet: Romeo and Juliet Series, Book 2 (unabridged)",,Leisa Rayven,"Fiction, Romance",Macmillan Audio,2015
Physical,Horizon,BOOK,2016,6,14,Officer Buckle and Gloria / Peggy Rathmann.,,"Rathmann, Peggy","Safety Fiction, Police Juvenile fiction, Police dogs Juvenile fiction, Schools Fiction","Putnam's,",c1995.
Physical,Horizon,BOOK,2016,6,1,"My wonderful world of drawing : learn to draw more than 150 exciting subjects step by step! / [project editor, Rebecca J. Razo ; step by step artwork by Diana Fisher ... [et al]].",,,Drawing Technique Juvenile literature,"Walter Foster,",[2010]
Physical,Horizon,VIDEODISC,2016,6,2,"Sesame Street old school, 1974-1979. Volume 2 [videorecording] / Sesame Workshop.",,,"Big Bird Fictitious character Juvenile fiction, Cookie Monster Fictitious character Juvenile fiction, Grover Fictitious character Henson Juvenile fiction, Feature films, Childrens films","Genius Entertainment,",2007.
Digital,Freegal,SONG,2016,6,1,"Saint John Passion, BWV 245: Part II, ""Mein Herz, in dem die ganze Welt"" (Arioso. Tenor)",,"Monica Huggett,Johann Sebastian Bach,Portland Baroque Orchestra,Charles Daniels,Shannon Mercer,Matthew White,Jacques-Olivier Chartier,Tyler Duncan,Joshua Hopkins,Cappella Romana",,,
Physical,Horizon,BOOK,2016,6,12,Garfield sings for his supper / by Jim Davis.,,"Davis, Jim, 1945 July 28-","Garfield Fictitious character Comic books strips etc, Cats Comic books strips etc, Pets Comic books strips etc, Pet owners Comic books strips etc, American wit and humor Pictorial Juvenile literature, Cartoons and comics, Comic books strips etc","Ballantine Books,",c2013.
Physical,Horizon,BOOK,2016,6,5,Best kept secret / Jeffrey Archer.,,"Archer, Jeffrey, 1940-","Clifton Harry Fictitious character Fiction, Families England History 20th century Fiction, Family secrets Fiction, Political fiction, Thrillers Fiction","St. Martin's Press,",2013.
Physical,Horizon,BOOK,2016,6,1,"The earth, the temple, and the gods : Greek sacred architecture / Vincent Scully.",,"Scully, Vincent, Jr., 1920-",Temples Greece,"Yale University Press,",c1979.
Physical,Horizon,BOOK,2016,6,2,"How to paint abstracts / [text, Gabriel Martin Roig ; photography, Estudi Nos & Soto, Gabriel Martin ; translated from the Spanish by Michael Brunelle and Beatriz Cortabarria].",,"Martín i Roig, Gabriel, 1970-","Art Abstract, Painting Technique","Barron's Educational Series,",2012.
Physical,Horizon,BOOK,2016,6,1,"Alice in the country of Joker. The Nightmare trilogy. Vol. 3, Late night nightmare / [story, QuinRose ; art, Job ; translation, Angela Liu ; adaptation, Shanti Whitesides ; lettering and layout, Laura Scoville].",,QuinRose (Firm),"Alice Fictitious character from Carroll Comic books strips etc, Imaginary places Comic books strips etc, Man woman relationships Comic books strips etc, Graphic novels Japan Translations into English, Fantasy comic books strips etc, Graphic novels","Seven Seas Entertainment ; Distributed by Macmillan,",[2015]
Physical,Horizon,BOOK,2016,6,3,Scholastic guide to grammar / Marvin Terban.,,"Terban, Marvin","English language Grammar Juvenile literature, English language Usage Juvenile literature","Scholastic,",2011.
Digital,OverDrive,EBOOK,2016,6,1,Hard Times,,Charles Dickens,"Classic Literature, Fiction","Penguin Group (USA), Inc.",2012
Physical,Horizon,BOOK,2016,6,15,Wind / written by Marion Dane Bauer ; illustrated by John Wallace.,,"Bauer, Marion Dane","Winds Juvenile literature, Winds, Readers Elementary","Simon Spotlight,",2016.
Physical,Horizon,BOOK,2016,6,1,Charming / Elliott James.,,"James, Elliott","Vampires Fiction, Fantasy fiction","Orbit, Hachette Book Group,",2013.
Digital,OverDrive,EBOOK,2016,6,1,"Operation Shield: Cassandra Kresnov Series, Book 5",,Joel Shepherd,"Fiction, Science Fiction","Random House, Inc.",2014
Physical,Horizon,BOOK,2016,6,5,Discover France : experience the best of France / written and researched by Oliver Berry ... [and others].,,,France Guidebooks,"Lonely Planet,",c2015.
Physical,Horizon,VIDEODISC,2016,6,5,Cheers. Season 4 [videorecording] / CBS Studios Inc. ; Paramount Pictures.,,,"Bars Drinking establishments Drama, Boston Mass Drama, Television comedies, Video recordings for the hearing impaired, Television series, Fiction television programs","Paramount,",2004.
Physical,Horizon,BOOK,2016,6,2,Fun with yarn and fabric / Susanna Zacke & Sania Hedengren ; photos by Magnus Selander ; translated by Ellen Hedström.,,"Zacke, Susanna.","Textile crafts, Yarn, Textile fabrics, Interior decoration","Skyhorse Publishing,",[2013]
Digital,OverDrive,EBOOK,2016,6,2,Prairie Nocturne: A Novel,,Ivan Doig,"Fiction, Historical Fiction, Literature","Simon & Schuster, Inc.",2014
Digital,OverDrive,EBOOK,2016,6,4,"The Familiars: The Familiars Series, Book 1",,Adam Jay Epstein,"Fantasy, Juvenile Fiction",HarperCollins Publishers Inc.,2010
Digital,OverDrive,EBOOK,2016,6,2,"Gregor the Overlander: The Underland Chronicles, Book 1",,Suzanne Collins,"Fantasy, Juvenile Fiction","Scholastic, Inc. (US)",2014
Digital,OverDrive,EBOOK,2016,6,1,Guarded Heart,,Jennifer Blake,"Fiction, Historical Fiction, Historical Romance, Romance","Harlequin Enterprises, Ltd.",2011
Physical,Horizon,BOOK,2016,6,1,Jumpstart to skinny : the simple 3-week plan for supercharged weight loss / Bob Harper ; with Greg Critser.,,"Harper, Bob","Reducing exercises, Weight loss, Reducing diets Recipes, Cookbooks","Ballantine Books,",2013.
